gene,condition,k562_logfc_r,k562_donor_corr_mean,n_degs_mash
OPA1,Stim48hr,0.3723886874436466,,9.0
EIF2AK4,Stim48hr,0.3722453913835111,0.2314106418360061,48.0
UBR7,Stim48hr,0.3712658822583133,,6.0
SPTSSA,Stim48hr,0.3711436107559203,0.4224860168285704,57.0
ZNF593,Stim48hr,0.3708866652811753,,15.0
INIP,Stim48hr,0.3705509106925565,,82.0
WNK1,Stim48hr,0.3703460708957533,0.3701609644343415,195.0
DNAAF2,Stim48hr,0.3700554797505722,0.4550539848971902,66.0
PPP1R15B,Stim48hr,0.3696193502917461,0.5731006025897251,53.0
ERI3,Stim48hr,0.369521777072274,,4.0
FBXL12,Stim48hr,0.3694202125490439,,11.0
HNRNPR,Stim48hr,0.3693403573032567,,65.0
RBM5,Stim48hr,0.3692616219535884,0.5859144995504492,191.0
CMC2,Stim48hr,0.3690873400603671,,14.0
RNF8,Stim48hr,0.3686027516891921,0.5210750557829728,118.0
TAZ,Stim48hr,0.3684349296680804,,28.0
NCK2,Stim48hr,0.3682371985475238,,4.0
ASH1L,Stim48hr,0.3681121169346804,,8.0
CCNB1IP1,Stim48hr,0.3679192420660597,,5.0
ATP5MF,Stim48hr,0.3672532983217643,0.5062604093145319,65.0
ZNF600,Stim48hr,0.3667305628711397,,43.0
PDCL,Stim48hr,0.3667235719356252,0.5022931717673623,474.0
SNAP23,Stim48hr,0.3667222655654965,0.4345145020541621,61.0
MAN2A1,Stim48hr,0.3666966731798163,,37.0
UQCRC2,Stim48hr,0.3663941043814774,0.4911008575110365,36.0
METTL23,Stim48hr,0.3663219374487741,0.7792214033354569,134.0
VPS41,Stim48hr,0.3662621187069089,0.1686273641058916,91.0
SRSF5,Stim48hr,0.3661756053214474,,68.0
HIP1R,Stim48hr,0.3660949472175405,,71.0
CDK2AP1,Stim48hr,0.3660913033995209,,11.0
NDUFC1,Stim48hr,0.3656611197243756,0.4464617801911948,35.0
ITPA,Stim48hr,0.3654334788322478,0.3497022977102568,26.0
ELP2,Stim48hr,0.3653001020581778,0.5412142075229983,297.0
TMEM237,Stim48hr,0.3651147750019916,,16.0
AKIRIN2,Stim48hr,0.3648161798296355,,29.0
PRKCSH,Stim48hr,0.3647791279130885,,23.0
FLAD1,Stim48hr,0.3647441148503154,0.4894200093082011,96.0
CCNC,Stim48hr,0.3645881484547711,0.4126232658457596,1417.0
SIVA1,Stim48hr,0.3644895781004033,,12.0
CDADC1,Stim48hr,0.3644500088134014,,47.0
MEN1,Stim48hr,0.3642355175671524,0.614224549530916,496.0
FAF1,Stim48hr,0.3638015264053262,,14.0
ANP32B,Stim48hr,0.3636469070002095,0.3931737225089313,99.0
RALGAPB,Stim48hr,0.3635653190083493,,66.0
ESRRA,Stim48hr,0.3632943747314522,,47.0
ARF1,Stim48hr,0.3629536295271432,,146.0
PRKAB1,Stim48hr,0.3622423081751706,,4.0
RWDD1,Stim48hr,0.3622087893579268,,13.0
CYB5R4,Stim48hr,0.3618047820099861,0.4647780681140404,242.0
RREB1,Stim48hr,0.3616929654343741,0.8201365342908812,59.0
KLHL36,Stim48hr,0.3615020578713351,,13.0
MED15,Stim48hr,0.3614455360967283,0.614893435660611,830.0
U2AF1L4,Stim48hr,0.36124684840104,,7.0
ZEB1,Stim48hr,0.3610545547122811,0.7995969590710071,198.0
NSUN4,Stim48hr,0.3609809931903037,0.5024493168281253,181.0
RAB5C,Stim48hr,0.3608836838472949,,11.0
MAX,Stim48hr,0.3602306445581196,0.2951427973939038,322.0
ATP5ME,Stim48hr,0.3599956770953006,0.526213251891061,114.0
DNAJC16,Stim48hr,0.3597923656302741,,30.0
EHD4,Stim48hr,0.3593236260514076,,6.0
PRDX5,Stim48hr,0.3588572579497144,,15.0
COMMD10,Stim48hr,0.358717542819603,0.3188218234716706,88.0
WAS,Stim48hr,0.3584832755256517,0.6323704108478604,92.0
NDFIP1,Stim48hr,0.3583980660010553,,7.0
SLC38A9,Stim48hr,0.3581446842150351,,6.0
ZNF12,Stim48hr,0.357784065379902,0.6978470032983418,45.0
DPY19L4,Stim48hr,0.3576844972752425,,38.0
RAVER1,Stim48hr,0.356750435351895,0.639616599915963,157.0
HSD17B8,Stim48hr,0.3567278157073056,,43.0
TIMM8B,Stim48hr,0.3567145248831386,0.4623722168661365,70.0
TMTC4,Stim48hr,0.3566300308352812,,4.0
FGFR1OP2,Stim48hr,0.3563800701451416,0.200424119852914,196.0
SPTAN1,Stim48hr,0.3563444655699584,,22.0
COMMD7,Stim48hr,0.3562882256716169,0.4854164680528981,30.0
USP10,Stim48hr,0.3554453025826685,0.7094088447374455,52.0
EIF2AK1,Stim48hr,0.3554384741211718,0.7266511006594568,34.0
THUMPD2,Stim48hr,0.3554017245673542,,22.0
CAPZA1,Stim48hr,0.3553539003275443,0.3138688834922309,24.0
MIER2,Stim48hr,0.3553262413450485,,14.0
GANAB,Stim48hr,0.3552910558901772,,79.0
ADNP,Stim48hr,0.3551833647338722,0.2370928102635151,87.0
FAR1,Stim48hr,0.3545981300868345,,7.0
RELT,Stim48hr,0.3545459335652253,0.2727576684505292,61.0
PHYKPL,Stim48hr,0.3542787937864524,,31.0
CRY1,Stim48hr,0.3539240552294695,,60.0
TNPO2,Stim48hr,0.3538024001722887,,24.0
TERF1,Stim48hr,0.3537748607644919,,11.0
ZNF652,Stim48hr,0.3537615269658251,,27.0
BCOR,Stim48hr,0.3535801290840332,0.2898944150901255,100.0
PINK1,Stim48hr,0.3534141255980024,,5.0
GLTP,Stim48hr,0.3530362517062343,,12.0
RRBP1,Stim48hr,0.3526497802299146,,11.0
SCAND1,Stim48hr,0.3523486879473952,,11.0
NUDT2,Stim48hr,0.3523396238112508,,12.0
QDPR,Stim48hr,0.3518075531925015,,7.0
KSR1,Stim48hr,0.3517312847730958,,12.0
ZNF281,Stim48hr,0.3514905008655929,,8.0
ECHS1,Stim48hr,0.3513724541162072,0.2837599508199743,183.0
ZMYM2,Stim48hr,0.3513621757780794,-0.0365464762403988,293.0
C8orf33,Stim48hr,0.3513619328766337,,41.0
TRIM35,Stim48hr,0.3513556467239771,,3.0
ATP2A3,Stim48hr,0.3512494928084594,,16.0
KLHL24,Stim48hr,0.3511718774324596,,38.0
NDUFA4,Stim48hr,0.3510744770188693,,13.0
AMZ2,Stim48hr,0.3509002996704008,,5.0
TBC1D20,Stim48hr,0.3508824100523932,,18.0
PRUNE1,Stim48hr,0.3498181925591344,,85.0
SELPLG,Stim48hr,0.3495996875369997,,13.0
USP28,Stim48hr,0.3495285287056038,-0.071657265423112,122.0
MTCH1,Stim48hr,0.3493949630379955,,24.0
TSTD2,Stim48hr,0.3492762558053687,0.4761388330268928,149.0
UBE2M,Stim48hr,0.3488332259278939,,10.0
RELA,Stim48hr,0.3486950784292173,0.3379660598389905,32.0
WSB1,Stim48hr,0.3486482045617788,,15.0
UQCR11,Stim48hr,0.3483737444510718,,4.0
ATP5F1A,Stim48hr,0.3481800174975722,0.4817285382198316,125.0
PRELID1,Stim48hr,0.3481792936097613,-0.0794426897828867,38.0
YY1AP1,Stim48hr,0.348035289820672,0.1336780809456903,15.0
TMEM106C,Stim48hr,0.3479116735804018,,3.0
USO1,Stim48hr,0.3477719479675265,0.3274065404302994,208.0
EGLN1,Stim48hr,0.3474447746259804,,30.0
COX6A1,Stim48hr,0.3474109069042808,,11.0
ABHD6,Stim48hr,0.3473377359263055,,12.0
SND1,Stim48hr,0.3472714434713114,0.3217347582562505,87.0
CCNY,Stim48hr,0.3470848114556405,,4.0
C16orf87,Stim48hr,0.346818787038504,-0.0283204744801095,108.0
ZNF655,Stim48hr,0.3466900588115485,0.6341744067982383,61.0
SLC35B1,Stim48hr,0.346547375754249,0.5341765986823938,122.0
MTDH,Stim48hr,0.3465447405650373,,10.0
TGIF1,Stim48hr,0.346259666193546,,24.0
TLK1,Stim48hr,0.3460765614599365,,17.0
PRMT3,Stim48hr,0.3459541202093183,,25.0
RCHY1,Stim48hr,0.3458493877980088,,23.0
UCP2,Stim48hr,0.34569027180781,,12.0
NDUFS7,Stim48hr,0.3456138694291126,0.1819970953017221,31.0
NHLRC2,Stim48hr,0.3454993819301625,0.6318546781533496,19.0
RMND5A,Stim48hr,0.3454931923268918,,106.0
TRIM44,Stim48hr,0.3454659821938608,,11.0
EEF2K,Stim48hr,0.3450480682407588,,10.0
G3BP2,Stim48hr,0.3447882885580907,,45.0
TLN1,Stim48hr,0.3447191179017341,0.6515113341181452,78.0
XPR1,Stim48hr,0.3446874832740259,0.4571931273277146,203.0
CUL5,Stim48hr,0.3446346786246738,0.271495865119065,25.0
VTA1,Stim48hr,0.3445621680388134,,8.0
SPG11,Stim48hr,0.3445562349098552,,13.0
MTHFD2,Stim48hr,0.3444927923415523,0.4677794358721457,48.0
NDFIP2,Stim48hr,0.3444564021563272,0.7167048928432359,106.0
ACSL3,Stim48hr,0.3444427263533646,0.5222084830537157,40.0
FASTKD5,Stim48hr,0.3437976443357013,0.3508754440348219,81.0
RPRD1B,Stim48hr,0.34345099781035,0.1020478930866361,131.0
TMED3,Stim48hr,0.3432473816519051,,33.0
MEPCE,Stim48hr,0.3432283633384162,,15.0
TOR1B,Stim48hr,0.3430889136957995,,24.0
RAD23A,Stim48hr,0.3429295839668987,0.5878738725034642,83.0
BAHD1,Stim48hr,0.3425424817883716,0.5010142702497438,106.0
IQGAP2,Stim48hr,0.342390119042244,,7.0
C2CD2L,Stim48hr,0.3422789376227242,,71.0
CYREN,Stim48hr,0.3422246491650291,,15.0
FBXO42,Stim48hr,0.3417452166793622,0.455642829467711,87.0
RFNG,Stim48hr,0.3411539285119933,,13.0
SERGEF,Stim48hr,0.3411264238993634,0.1762093792341835,56.0
NDUFA3,Stim48hr,0.3410555677639139,0.2441694916197593,11.0
KDM3B,Stim48hr,0.3408714064865586,,56.0
RING1,Stim48hr,0.3407859831019361,,32.0
DYNLT1,Stim48hr,0.3407569407554231,,5.0
IBA57,Stim48hr,0.3404167743977552,0.6324195189550083,141.0
TMEM209,Stim48hr,0.3403928442196117,,9.0
TFEB,Stim48hr,0.3403689655502787,,9.0
GGA3,Stim48hr,0.3402574435230737,0.6610370660173953,124.0
ECSIT,Stim48hr,0.3402374800776639,0.6449267116008803,144.0
ZNF200,Stim48hr,0.340219213175101,0.7329630557793166,24.0
SMARCA4,Stim48hr,0.3400706892164663,0.3904550141234135,93.0
FAM76A,Stim48hr,0.3394709227385265,,17.0
PGP,Stim48hr,0.3392688089307833,0.6217557174424327,83.0
GDI1,Stim48hr,0.3392341254214998,,11.0
CALCOCO2,Stim48hr,0.3391487374001767,0.7085425493100236,295.0
IMMP2L,Stim48hr,0.3388552589880009,0.1984346916823373,123.0
VPS26C,Stim48hr,0.3382974603588842,,25.0
ETNK1,Stim48hr,0.3381163743038566,,66.0
METTL15,Stim48hr,0.3380311013177194,,34.0
DAP,Stim48hr,0.3379550646280835,0.1696118282897313,69.0
TRRAP,Stim48hr,0.3378836197850697,0.2664792099683074,199.0
GID8,Stim48hr,0.3377258783104371,,113.0
ACADVL,Stim48hr,0.3375798886331104,,14.0
ZNF444,Stim48hr,0.3375693312675706,,40.0
FDFT1,Stim48hr,0.337501743185773,,21.0
STAG2,Stim48hr,0.3374584630757724,0.4659757025675655,149.0
RNF111,Stim48hr,0.3373313176000758,,22.0
CCNQ,Stim48hr,0.3372342952185668,0.514353826178301,289.0
LRRC8A,Stim48hr,0.3372295843519982,0.0088816933228674,126.0
GMPR2,Stim48hr,0.3371701903851886,,39.0
ARPC3,Stim48hr,0.33698458885941,0.3749905304968109,172.0
TFDP1,Stim48hr,0.3365145001168408,0.0632278884142881,182.0
COMMD8,Stim48hr,0.3362335010197119,0.4899249592115204,46.0
PITRM1,Stim48hr,0.3358972889888755,0.4628637313998433,95.0
SENP7,Stim48hr,0.3352656842545867,,7.0
EIF4H,Stim48hr,0.3352654955143741,,52.0
ST6GAL1,Stim48hr,0.3352270274426862,,9.0
FBXO21,Stim48hr,0.3341865599718273,,29.0
NT5C,Stim48hr,0.334137947003946,,21.0
TRA2A,Stim48hr,0.3338397046809822,,4.0
ANKRD13B,Stim48hr,0.3337307982727103,,3.0
USP15,Stim48hr,0.3335250101939142,,39.0
RNH1,Stim48hr,0.333348611009699,,13.0
FBXL4,Stim48hr,0.3333285845929586,,4.0
BLCAP,Stim48hr,0.3332905141331623,,6.0
PPARGC1B,Stim48hr,0.3331811538462642,,20.0
ANKRD17,Stim48hr,0.3331289027223608,,12.0
MAN1A1,Stim48hr,0.3331159852678502,,26.0
COMMD6,Stim48hr,0.3330159171046138,,11.0
SLC9A3R1,Stim48hr,0.3329688737722652,,7.0
HS6ST1,Stim48hr,0.3329489009391559,,12.0
TMA7,Stim48hr,0.3328438099671997,,3.0
COQ5,Stim48hr,0.3328048668603351,,24.0
LAMP1,Stim48hr,0.3327984031280027,-0.1042933333820484,78.0
CHMP4A,Stim48hr,0.3326167285249382,,64.0
GNPAT,Stim48hr,0.332581942410798,,11.0
PACS2,Stim48hr,0.3321651997396299,0.2533323488655093,56.0
POLE3,Stim48hr,0.3319401003253963,0.4252572026348402,24.0
PDP2,Stim48hr,0.3318763303620983,,20.0
PCOLCE,Stim48hr,0.3317934215574792,,15.0
PTRH1,Stim48hr,0.3317368282382121,,4.0
LIN7C,Stim48hr,0.331554116230912,,38.0
KHSRP,Stim48hr,0.3314513956764578,,18.0
DENND4C,Stim48hr,0.3308532982398365,,22.0
CPNE3,Stim48hr,0.3308406980776791,,8.0
ASAH1,Stim48hr,0.3302503994262458,,5.0
APOBEC3G,Stim48hr,0.3299461491888894,,14.0
ADNP2,Stim48hr,0.3297848720666485,0.7482440008850877,126.0
DVL3,Stim48hr,0.3295425840102266,,28.0
FYN,Stim48hr,0.3292509078825706,,9.0
CCDC124,Stim48hr,0.3291064151880571,,27.0
NUSAP1,Stim48hr,0.3290094358903753,-0.0252018619707878,29.0
RNF157,Stim48hr,0.3289972763647733,,14.0
HOXB2,Stim48hr,0.3284921432270797,0.5787677995887833,232.0
TMEM167A,Stim48hr,0.3284277383608222,0.5819851032679288,222.0
COMMD4,Stim48hr,0.3284038164108059,0.4535437456353615,40.0
MTO1,Stim48hr,0.3283427447817206,,17.0
POLQ,Stim48hr,0.3279289834943122,,4.0
HMGB2,Stim48hr,0.3279168394941834,,41.0
FKBP5,Stim48hr,0.327793052907286,,41.0
DIS3L,Stim48hr,0.3277527118114096,,38.0
DCUN1D1,Stim48hr,0.3275372097160088,,22.0
OXCT1,Stim48hr,0.3273148227691016,,12.0
FIBP,Stim48hr,0.3268401800622004,,48.0
DNPEP,Stim48hr,0.326801129715786,,33.0
STAM2,Stim48hr,0.3267519884839531,,6.0
UBIAD1,Stim48hr,0.3263683371371335,0.4939084932188476,60.0
NDUFV1,Stim48hr,0.3262309527278388,0.7059463116249195,46.0
SLC35C2,Stim48hr,0.3259491252102809,,13.0
VEGFB,Stim48hr,0.3259062865970189,,6.0
USP24,Stim48hr,0.3255765929311117,0.5405340456084811,36.0
ARFGEF1,Stim48hr,0.3255614760851434,,13.0
NDUFB11,Stim48hr,0.3254408055736312,0.5667960819986749,153.0
UBE2D3,Stim48hr,0.3249992296566932,0.3877923106268968,44.0
CHKB,Stim48hr,0.3246986546315868,,30.0
PPCDC,Stim48hr,0.3246949606074683,0.0142341939456226,238.0
CDS2,Stim48hr,0.3244402493371933,,26.0
CYBC1,Stim48hr,0.3243734875159337,,7.0
TRMT61A,Stim48hr,0.3243284443375911,0.5532862891376111,61.0
MAEA,Stim48hr,0.3243266551428709,,148.0
PSIP1,Stim48hr,0.3242466719149658,0.598666043709375,157.0
ERP44,Stim48hr,0.3239458083429319,,10.0
CEP76,Stim48hr,0.3239048156312279,,3.0
STXBP2,Stim48hr,0.3237790350273403,,6.0
SOD2,Stim48hr,0.3234161000110153,,32.0
PRXL2A,Stim48hr,0.3233281667656542,,5.0
MID1IP1,Stim48hr,0.3230722780409872,,10.0
CRBN,Stim48hr,0.3230515684624073,,14.0
ZNF317,Stim48hr,0.3228964972857783,,29.0
SGO2,Stim48hr,0.3227769448867117,,10.0
HIST1H1D,Stim48hr,0.3226521975461675,,5.0
MED19,Stim48hr,0.3226204883357467,0.509276822833249,980.0
CAB39,Stim48hr,0.3225128217390567,,49.0
ZBTB21,Stim48hr,0.3223510441794639,0.5572954130127697,51.0
APOBEC3B,Stim48hr,0.3218828543766794,0.2381262228101416,118.0
FLOT1,Stim48hr,0.321370008850537,,7.0
ZC3H15,Stim48hr,0.321322024900935,,39.0
PLBD2,Stim48hr,0.3212493886936699,,8.0
NDUFS2,Stim48hr,0.3212389702174121,0.1827238330593115,91.0
NMI,Stim48hr,0.3212252919418434,,8.0
KRAS,Stim48hr,0.3211925626770101,,8.0
SLC38A1,Stim48hr,0.3208136579346478,,7.0
RBM3,Stim48hr,0.3208036885180136,,4.0
MLEC,Stim48hr,0.3206369243817747,,29.0
HSD17B10,Stim48hr,0.3206302855965894,0.4504671097222582,161.0
KNOP1,Stim48hr,0.3200974550833018,0.6896743604323148,30.0
PPM1D,Stim48hr,0.3197725380887448,0.546041952056934,163.0
PCBP4,Stim48hr,0.3193958099826391,,51.0
SIMC1,Stim48hr,0.3193059313541091,,43.0
APLP2,Stim48hr,0.3190387729547451,,10.0
STK38L,Stim48hr,0.3186955846424903,,6.0
STK32C,Stim48hr,0.3186106256169695,,75.0
ATN1,Stim48hr,0.318571848913691,,13.0
RABGEF1,Stim48hr,0.3183130664971942,0.4825796777981426,28.0
S100A11,Stim48hr,0.3182557980814307,,24.0
ATG3,Stim48hr,0.3180821624522784,0.7050651185575819,28.0
ACYP1,Stim48hr,0.3179955496444653,,3.0
SLC30A5,Stim48hr,0.3176894700146664,,5.0
CCND2,Stim48hr,0.3176275768252665,,168.0
ACER3,Stim48hr,0.3170042024632397,,5.0
FUCA2,Stim48hr,0.3167093676227848,,5.0
ELAC1,Stim48hr,0.3166112606594958,,7.0
CDCA3,Stim48hr,0.3166107742021028,0.3335544036052184,66.0
ITSN2,Stim48hr,0.3165455085593606,,3.0
CORO7,Stim48hr,0.3161932215198726,,42.0
ATP9B,Stim48hr,0.3159858484558707,,12.0
PACS1,Stim48hr,0.3157666238165337,,7.0
UGCG,Stim48hr,0.3155183902281679,,32.0
ETHE1,Stim48hr,0.3153013389899526,,16.0
IGF2R,Stim48hr,0.3145332963776711,,12.0
NMRAL1,Stim48hr,0.3144135895804731,,21.0
COX7A2L,Stim48hr,0.314074961060594,,4.0
CKAP2,Stim48hr,0.3140498559266281,,14.0
ABHD12,Stim48hr,0.3140192113532749,,24.0
ZNF330,Stim48hr,0.3137160986480236,0.4042660406278843,70.0
ABRAXAS1,Stim48hr,0.3134912556188286,,7.0
METTL5,Stim48hr,0.3134405158736301,,20.0
GPS2,Stim48hr,0.3133805580268201,0.0631884356396036,145.0
ANP32E,Stim48hr,0.3133487996092552,,13.0
SKP2,Stim48hr,0.313317081520691,,19.0
IFT172,Stim48hr,0.3130840561838668,0.2734692391190165,56.0
NDUFB3,Stim48hr,0.3130455842609845,,17.0
TP53,Stim48hr,0.3127506238415269,0.6592984865950547,595.0
CHURC1,Stim48hr,0.312664109127738,,21.0
PDHX,Stim48hr,0.3126037881391332,,5.0
NUP188,Stim48hr,0.312270310730474,0.4833454966154369,123.0
MFSD11,Stim48hr,0.3122015648856547,,44.0
PSENEN,Stim48hr,0.312047128647712,,14.0
SLC12A2,Stim48hr,0.3120127195650932,,17.0
CYB5RL,Stim48hr,0.3119159504730407,0.5362500163767479,71.0
CCDC32,Stim48hr,0.3114838265445901,,18.0
AMPD2,Stim48hr,0.3112815588350091,,4.0
ACAA2,Stim48hr,0.3110289508172359,,7.0
DEPDC1,Stim48hr,0.310972372173965,,21.0
TMEM106B,Stim48hr,0.3109009941093041,,11.0
BAG3,Stim48hr,0.3107504355064618,,8.0
ZBTB45,Stim48hr,0.3106632924432629,,10.0
PRPSAP2,Stim48hr,0.3106564065550715,,8.0
ERGIC3,Stim48hr,0.3106434729250358,-0.1287188430079591,109.0
KDM6A,Stim48hr,0.3105396766398998,0.4165400060062275,106.0
IFI30,Stim48hr,0.3105172910762881,,76.0
FARS2,Stim48hr,0.3101640649303177,0.3116037315912625,62.0
R3HDM1,Stim48hr,0.3096540389437378,,55.0
RAC2,Stim48hr,0.3094604898865121,0.4843406276845637,135.0
SERF2,Stim48hr,0.3090289204134862,0.8479548386944958,45.0
MT2A,Stim48hr,0.3089700162714084,,7.0
NDUFS5,Stim48hr,0.3087562108688888,0.3694517525642094,84.0
ZBTB32,Stim48hr,0.3084085008192442,0.713651165779793,29.0
HADHA,Stim48hr,0.3083156416767164,,6.0
LMNB1,Stim48hr,0.3083053546753893,,28.0
NR1H2,Stim48hr,0.3080559022024587,,14.0
CLN3,Stim48hr,0.3079114163466523,,11.0
HSPB11,Stim48hr,0.3078278859911236,,32.0
MAD2L1BP,Stim48hr,0.3076733393533016,,10.0
TFB1M,Stim48hr,0.3074754057904001,0.6050140382032625,102.0
UBXN11,Stim48hr,0.3074652525562146,,43.0
TRMT1,Stim48hr,0.3074375564972144,,4.0
WDR48,Stim48hr,0.3069616207038239,,37.0
ARL2BP,Stim48hr,0.3067833781763931,,5.0
CYCS,Stim48hr,0.3067677425834634,0.4295346957553604,32.0
PIGN,Stim48hr,0.3066520806361845,,41.0
PEPD,Stim48hr,0.3065817738266685,,13.0
SMCHD1,Stim48hr,0.306371230325533,,7.0
VPS39,Stim48hr,0.3062012647350572,,20.0
M6PR,Stim48hr,0.3061757809504061,,4.0
ZNF718,Stim48hr,0.3061429297502879,,34.0
DCAF15,Stim48hr,0.3060904353214139,,8.0
WDR44,Stim48hr,0.3059560655621273,,24.0
FBXO3,Stim48hr,0.3058670576328678,,12.0
TBC1D5,Stim48hr,0.3058091395440866,,40.0
STYX,Stim48hr,0.3055772352070983,,45.0
PLEKHA8,Stim48hr,0.3053549876990574,,31.0
TXNDC17,Stim48hr,0.305327218672219,,17.0
MICU2,Stim48hr,0.3052121971455694,,5.0
TATDN2,Stim48hr,0.3052065799923013,0.655886522210497,88.0
AIFM1,Stim48hr,0.305190978079759,0.5171072752158207,98.0
ARMCX6,Stim48hr,0.305125433251091,,25.0
STK4,Stim48hr,0.3050038432316958,,8.0
ZNF280D,Stim48hr,0.3047312876420605,0.155659935333834,172.0
NIPSNAP2,Stim48hr,0.3045007006286027,,39.0
UNC13D,Stim48hr,0.3044308781888114,,4.0
COX7C,Stim48hr,0.3040742145332891,0.3764816947437135,43.0
LRRC45,Stim48hr,0.3034843841145786,,10.0
MALSU1,Stim48hr,0.303409570755025,,14.0
AGPAT1,Stim48hr,0.3033033023323892,,14.0
ALG12,Stim48hr,0.3032659764320793,0.5516496654486585,96.0
P2RX4,Stim48hr,0.3032366629335293,,17.0
GSK3A,Stim48hr,0.3030087299831673,,17.0
LTN1,Stim48hr,0.3028901325074046,,15.0
DSTYK,Stim48hr,0.302880904880775,,21.0
COX15,Stim48hr,0.3028419255611767,0.4860209730157522,83.0
ELP3,Stim48hr,0.3026016136060686,0.660045658624429,261.0
MYL12A,Stim48hr,0.3024700403611083,,14.0
NABP1,Stim48hr,0.3024267988485934,,124.0
C1orf52,Stim48hr,0.3020306519773497,,19.0
ZBTB41,Stim48hr,0.3020199078305488,,6.0
H3F3A,Stim48hr,0.3019679981755042,,4.0
TUBB4B,Stim48hr,0.301959385547622,,23.0
ACTR1A,Stim48hr,0.301663339202435,,5.0
VPS35L,Stim48hr,0.3016462415394775,0.1593816457448297,6.0
POLK,Stim48hr,0.3016011066323353,,19.0
TAX1BP3,Stim48hr,0.301570966046384,,5.0
ZFYVE27,Stim48hr,0.3015351287038162,,14.0
KIAA0930,Stim48hr,0.3014963756141517,,3.0
MTMR4,Stim48hr,0.3013626387004899,,14.0
SKI,Stim48hr,0.3011716281446903,,36.0
HMBS,Stim48hr,0.3008463143050915,0.4809914144380111,311.0
HPCAL1,Stim48hr,0.3006990390529781,,5.0
BTAF1,Stim48hr,0.300679997710463,0.6526975138485366,510.0
MRM2,Stim48hr,0.3005961241713494,0.9154024828454832,22.0
DAZAP1,Stim48hr,0.300528069149416,,23.0
TSPO,Stim48hr,0.3004209241923753,,17.0
CCNT2,Stim48hr,0.3000543091115413,,4.0
DECR1,Stim48hr,0.2997246104349848,,35.0
G6PD,Stim48hr,0.2995653583593838,,22.0
COX8A,Stim48hr,0.2995595159958577,,4.0
ELOB,Stim48hr,0.2994247593353178,0.3506489459880372,934.0
PITPNB,Stim48hr,0.2991734131813408,,8.0
USF1,Stim48hr,0.2989684677428605,,30.0
ZNF581,Stim48hr,0.2988112027617881,,10.0
PRKX,Stim48hr,0.2987426594308219,,4.0
FAM219B,Stim48hr,0.2986547423107606,,40.0
ALG13,Stim48hr,0.298444898457204,,35.0
MTHFD1L,Stim48hr,0.2984222795685361,0.5395466333716076,66.0
STXBP1,Stim48hr,0.2979282406493565,,5.0
KIF1B,Stim48hr,0.2979114813930414,,3.0
UQCC2,Stim48hr,0.2979081728405371,,3.0
NDUFS1,Stim48hr,0.2977520518321899,,28.0
DYNC1LI1,Stim48hr,0.2975667455119077,,3.0
COX17,Stim48hr,0.297425963416268,0.3085524375866349,68.0
USP47,Stim48hr,0.2971720529018593,,9.0
PRKD2,Stim48hr,0.2969430492633237,0.7605675334722851,79.0
USP20,Stim48hr,0.2969101416208995,,3.0
ABHD16A,Stim48hr,0.2968328513205951,,11.0
RNF114,Stim48hr,0.2966025715894641,,7.0
TDRKH,Stim48hr,0.2964578755897963,,13.0
NCOA6,Stim48hr,0.2959119969761889,,40.0
URM1,Stim48hr,0.295754154112721,0.3893037803451328,131.0
WWP2,Stim48hr,0.2956486019667002,,5.0
CYB5R1,Stim48hr,0.2953907846102087,,7.0
C18orf25,Stim48hr,0.2951360768826944,,37.0
VAMP8,Stim48hr,0.294762243184518,,3.0
RIC8A,Stim48hr,0.2947546499108309,0.5269652047539171,30.0
RALY,Stim48hr,0.2944729469388851,,6.0
ORAI2,Stim48hr,0.29437419033107,,33.0
HMOX2,Stim48hr,0.2939325655020787,,7.0
QSER1,Stim48hr,0.2937555146758085,,7.0
SVIP,Stim48hr,0.2937286720508147,,15.0
ZZEF1,Stim48hr,0.2933204703517112,,34.0
PNPLA2,Stim48hr,0.2932621999217391,,4.0
ZNF43,Stim48hr,0.2929762715446009,,26.0
PHIP,Stim48hr,0.2928364329128141,0.7467781281753144,50.0
TARBP2,Stim48hr,0.2926956232521278,0.4551493301263871,150.0
GALK2,Stim48hr,0.292659369678958,,32.0
RDH13,Stim48hr,0.2926140466483725,,32.0
MORF4L2,Stim48hr,0.2924927888611367,,15.0
C1orf159,Stim48hr,0.2923971350073326,,12.0
FRG1,Stim48hr,0.2922447198399707,,26.0
ZNF141,Stim48hr,0.2919943906867675,,9.0
MYB,Stim48hr,0.2919439083916762,0.5357700095130379,535.0
SLC27A5,Stim48hr,0.2918350507756671,,6.0
CNOT8,Stim48hr,0.2912540264898144,,10.0
CDC14A,Stim48hr,0.291115436439019,,19.0
ARIH2,Stim48hr,0.291012414416506,0.7742903869403417,81.0
FBXW2,Stim48hr,0.2909569756030063,,27.0
TMEM170A,Stim48hr,0.2907887041710932,,7.0
NPC1,Stim48hr,0.2901420562831298,,12.0
VCL,Stim48hr,0.2899508671776065,,23.0
RAP1A,Stim48hr,0.2896736707347244,,15.0
ASCC2,Stim48hr,0.28948287559807,,35.0
IRF1,Stim48hr,0.2894716867975169,0.7810385553605164,112.0
SNTB2,Stim48hr,0.2890487004443937,,18.0
SUPV3L1,Stim48hr,0.2890184754491396,0.005966947602844,21.0
CHMP4B,Stim48hr,0.2886547460703669,,5.0
SPART,Stim48hr,0.2885836032791995,,6.0
