gene,condition,aging_coef_rank,is_known_aging_reg
SUPT20H,Stim48hr,0.3230035756853397,False
SUPT20H,Stim8hr,0.2890303257207038,False
SUPT3H,Rest,0.4339622641509434,False
SUPT4H1,Rest,0.8081091930951425,False
SUPT4H1,Stim48hr,0.6936829558998808,False
SUPT4H1,Stim8hr,0.3137401722201423,False
SUPT7L,Rest,0.8414291449217182,False
SUPT7L,Stim48hr,0.6928883591577275,False
SUPT7L,Stim8hr,0.4283040059902658,False
SUPV3L1,Stim48hr,0.5514501390544299,False
SUPV3L1,Stim8hr,0.6323474354174466,False
SURF1,Rest,0.3396226415094339,False
SUV39H1,Stim8hr,0.2920254586297267,False
SUV39H2,Stim48hr,0.9002781088597537,False
SYK,Rest,0.039341629867523,False
SYK,Stim48hr,0.0695272149384187,False
SYK,Stim8hr,0.0561587420441782,False
SYNCRIP,Rest,0.7751906864712966,False
SYNCRIP,Stim48hr,0.7485101311084624,False
SYNCRIP,Stim8hr,0.3706476974915761,False
SYNGR3,Stim48hr,0.3774334525228446,False
SYNGR3,Stim8hr,0.3305877948333957,False
SYVN1,Rest,0.7205941389000401,False
SYVN1,Stim48hr,0.6126340882002383,False
SYVN1,Stim8hr,0.4069636840134781,False
SZRD1,Rest,0.4801284624648735,False
SZRD1,Stim48hr,0.4982121573301549,False
SZRD1,Stim8hr,0.3991014601272931,False
TACO1,Stim48hr,0.8092967818831943,False
TACO1,Stim8hr,0.6125046798951703,False
TADA1,Rest,0.6684062625451626,False
TADA1,Stim48hr,0.6658720699245133,False
TADA1,Stim8hr,0.3167353051291651,False
TADA2A,Stim48hr,0.0321811680572109,False
TADA2A,Stim8hr,0.0793710220891052,False
TADA2B,Rest,0.8205539943797672,False
TADA2B,Stim48hr,0.7147397695669447,False
TADA2B,Stim8hr,0.2740546611755897,False
TADA3,Rest,0.3179446005620233,False
TADA3,Stim48hr,0.5435041716328963,False
TADA3,Stim8hr,0.128790715087982,False
TAF11,Rest,0.0256924929747089,False
TAF11,Stim48hr,0.0083432657926102,False
TAF11,Stim8hr,0.0887308124298015,False
TAF13,Rest,0.1509433962264151,False
TAF13,Stim48hr,0.0154946364719904,False
TAF13,Stim8hr,0.1557469112691875,False
TAF1B,Stim48hr,0.2995629717918157,False
TAF1B,Stim8hr,0.4133283414451516,False
TAF3,Rest,0.1782416700120433,False
TAF3,Stim48hr,0.0472785061581247,False
TAF3,Stim8hr,0.0011231748408835,False
TAF4,Rest,0.1332798073063026,False
TAF4,Stim8hr,0.0992137776113815,False
TAF5L,Rest,0.5572059413890004,False
TAF5L,Stim48hr,0.4827175208581645,False
TAF5L,Stim8hr,0.1463871209284912,False
TAF6,Rest,0.0959454034524287,False
TAF6,Stim8hr,0.5106701609883939,False
TAF6L,Rest,0.6547571256523484,False
TAF6L,Stim48hr,0.4692093762415574,False
TAF6L,Stim8hr,0.2613253463122426,False
TANK,Rest,0.9482135688478522,False
TANK,Stim48hr,0.0242352006356773,False
TANK,Stim8hr,0.6244852115312617,False
TAOK2,Rest,0.2725812926535528,False
TAP1,Rest,0.9803291850662385,False
TAP1,Stim48hr,0.9876837504966228,False
TAP1,Stim8hr,0.963684013478098,False
TAPBP,Rest,0.4548374146928944,False
TAPBP,Stim48hr,0.4485498609455701,False
TAPBP,Stim8hr,0.1171845750655185,False
TARBP2,Rest,0.1316740264953833,False
TARBP2,Stim48hr,0.7357965832340088,False
TARBP2,Stim8hr,0.422688131785848,False
TARDBP,Rest,0.1910879164993978,False
TARDBP,Stim48hr,0.4898688915375447,False
TARDBP,Stim8hr,0.4058405091725945,False
TARS2,Rest,0.1493376154154957,False
TARS2,Stim48hr,0.0878029400079459,False
TARS2,Stim8hr,0.4163234743541745,False
TASP1,Rest,0.0505820955439582,False
TASP1,Stim48hr,0.3210170838299563,False
TASP1,Stim8hr,0.5338824410333208,False
TATDN2,Rest,0.4945804897631473,False
TATDN2,Stim48hr,0.8247914183551848,False
TATDN2,Stim8hr,0.6795207787345563,False
TAX1BP1,Rest,0.6455238859895625,False
TBC1D1,Stim48hr,0.4501390544298768,False
TBC1D1,Stim8hr,0.6450767502807937,False
TBC1D10A,Rest,0.5026093938177438,False
TBC1D10B,Stim8hr,0.1793335829277424,False
TBC1D10C,Stim48hr,0.3047278506158125,False
TBC1D14,Rest,0.3127258129265355,False
TBC1D31,Rest,0.5760738659173023,False
TBC1D31,Stim48hr,0.6086611044894716,False
TBC1D31,Stim8hr,0.943092474728566,False
TBC1D5,Stim48hr,0.4056416368692888,False
TBC1D9B,Stim48hr,0.5355582042113627,False
TBCA,Rest,0.2521075873143316,False
TBCA,Stim48hr,0.3675009932459276,False
TBCA,Stim8hr,0.7244477723698989,False
TBCCD1,Stim48hr,0.5470798569725864,False
TBCEL,Rest,0.2681653954235247,False
TBCEL,Stim8hr,0.1763384500187196,False
TBL1X,Rest,0.8105178643115215,False
TBL1X,Stim48hr,0.7560588001589194,False
TBL1X,Stim8hr,0.0988393859977536,False
TBL1XR1,Rest,0.2099558410276997,False
TBL1XR1,Stim48hr,0.2256654747715534,False
TBL1XR1,Stim8hr,0.1025833021340322,False
TBP,Stim8hr,0.3421939348558592,False
TBPL1,Rest,0.2729827378562826,False
TBPL1,Stim48hr,0.957886372665872,False
TBPL1,Stim8hr,0.523399475851741,False
TBRG1,Rest,0.641910879164994,False
TBRG1,Stim48hr,0.7246722288438617,False
TBRG1,Stim8hr,0.484462748034444,False
TBX2,Stim48hr,0.0647596344854986,False
TBX21,Rest,0.1702127659574468,False
TBX21,Stim48hr,0.2940007945967421,False
TBX21,Stim8hr,0.2729314863347061,False
TBX22,Stim48hr,0.8386968613428685,False
TBX22,Stim8hr,0.9876450767502808,False
TBXA2R,Stim48hr,0.5458879618593564,False
TCEA1,Rest,0.0260939381774387,False
TCEA1,Stim48hr,0.2697655939610647,False
TCEA1,Stim8hr,0.9438412579558216,False
TCEA3,Stim8hr,0.2014226881317858,False
TCEAL1,Rest,0.9887595343235648,False
TCEAL1,Stim48hr,0.9868891537544696,False
TCEAL1,Stim8hr,0.9962560838637214,False
TCEAL2,Stim48hr,0.7040127135478744,False
TCEAL3,Rest,0.4712966680048173,False
TCEAL3,Stim48hr,0.1215733015494636,False
TCEAL8,Stim48hr,0.9364322606277314,False
TCF21,Stim48hr,0.3257846642828764,False
TCFL5,Rest,0.3958249698916098,False
TDRD3,Stim8hr,0.6911269187570198,False
TEAD2,Rest,0.4692894419911682,False
TEAD2,Stim48hr,0.3083035359555026,False
TEAD2,Stim8hr,0.3594159490827405,False
TEAD4,Rest,0.1059815335206744,False
TEAD4,Stim48hr,0.0214541120381406,False
TEAD4,Stim8hr,0.4470235866716585,False
TEDC1,Rest,0.1083902047370534,False
TEDC1,Stim8hr,0.5544739797828528,False
TEDC2,Rest,0.0630268968285829,False
TEDC2,Stim8hr,0.2212654436540621,False
TEFM,Rest,0.2561220393416298,False
TEFM,Stim48hr,0.4986094557012316,False
TEFM,Stim8hr,0.7341819543242232,False
TENT2,Rest,0.27900441589723,False
TENT2,Stim48hr,0.2800953516090584,False
TENT2,Stim8hr,0.5679520778734556,False
TENT5C,Rest,0.6226415094339622,False
TENT5C,Stim48hr,0.9264998013508144,False
TENT5C,Stim8hr,0.4166978659678023,False
TEP1,Rest,0.4038538739462063,False
TEP1,Stim8hr,0.7094721078247848,False
TESK2,Stim48hr,0.0774731823599523,False
TESPA1,Rest,0.0826977117623444,False
TESPA1,Stim48hr,0.3945172824791418,False
TESPA1,Stim8hr,0.832646948708349,False
TET2,Rest,0.0923323966278603,False
TET2,Stim48hr,0.6511720301946762,False
TET2,Stim8hr,0.4346686634219393,False
TEX22,Rest,0.9967884383781612,False
TEX22,Stim48hr,0.9439809296781884,False
TFAM,Rest,0.6085909273384184,False
TFAM,Stim48hr,0.6150178784266984,False
TFAM,Stim8hr,0.6248596031448895,False
TFAP2C,Stim8hr,0.3230999625608386,False
TFAP4,Rest,0.3263749498193496,False
TFAP4,Stim48hr,0.0572109654350417,False
TFAP4,Stim8hr,0.3242231374017222,False
TFB1M,Stim48hr,0.2046086611044894,False
TFB2M,Stim48hr,0.4505363528009535,False
TFDP1,Rest,0.3657165796868727,False
TFDP1,Stim48hr,0.4231227651966627,False
TFDP1,Stim8hr,0.1523773867465369,False
TFE3,Stim48hr,0.355979340484704,False
TFG,Stim48hr,0.6098529996027017,False
TFG,Stim8hr,0.7850992137776114,False
TFPT,Stim8hr,0.1441407712467241,False
TGDS,Rest,0.9197109594540344,False
TGDS,Stim48hr,0.9749702026221692,False
TGDS,Stim8hr,0.956196181205541,False
TGFBR2,Stim8hr,0.7465368775739424,False
TGFBRAP1,Stim48hr,0.6976559396106476,False
TGIF1,Stim8hr,0.4189442156495694,False
TGIF2,Stim48hr,0.0738974970202622,False
TGS1,Stim8hr,0.8461250467989517,False
THAP11,Rest,0.3315937374548374,False
THAP11,Stim48hr,0.5335717123559793,False
THAP11,Stim8hr,0.4545114189442156,False
THAP12,Rest,0.1031714171015656,False
THAP12,Stim48hr,0.7465236392530791,False
THAP12,Stim8hr,0.2515911643579184,False
THAP2,Rest,0.0024086712163789,False
THAP2,Stim48hr,0.1509733810091378,False
THAP2,Stim8hr,0.0658929239985024,False
THAP3,Stim8hr,0.7158367652564582,False
THAP5,Rest,0.1421116017663589,False
THAP5,Stim48hr,0.1760031783869686,False
THAP6,Rest,0.595343235648334,False
THAP7,Rest,0.1589723002810116,False
THAP7,Stim48hr,0.1211760031783869,False
THAP7,Stim8hr,0.2381130662673156,False
THG1L,Rest,0.4997992773986351,False
THG1L,Stim48hr,0.7592371871275327,False
THG1L,Stim8hr,0.020591538749532,False
THNSL1,Rest,0.1099959855479727,False
THOC6,Rest,0.7755921316740265,False
THOC6,Stim48hr,0.3953118792212952,False
THOC6,Stim8hr,0.7532759266192437,False
THOC7,Stim8hr,0.3691501310370648,False
THRA,Rest,0.4403853873946206,False
THRA,Stim48hr,0.5713150576082638,False
THRAP3,Rest,0.6065837013247691,False
THRAP3,Stim48hr,0.4918553833929281,False
THRAP3,Stim8hr,0.2575814301759641,False
THUMPD1,Stim48hr,0.9169646404449742,False
TIA1,Rest,0.4219189080690486,False
TIA1,Stim8hr,0.3047547734930738,False
TIAL1,Rest,0.1762344439983942,False
TIAL1,Stim48hr,0.6201827572506953,False
TIAL1,Stim8hr,0.685511044552602,False
TIAM1,Rest,0.4761140104375753,False
TIGAR,Rest,0.1758329987956643,False
TIGD1,Stim8hr,0.9913889928865594,False
TIGD6,Stim48hr,0.2920143027413587,False
TIGD6,Stim8hr,0.3680269561961812,False
TIMM10,Rest,0.6114010437575271,False
TIMM10,Stim48hr,0.1632896305125149,False
TIMM10,Stim8hr,0.2938974166978659,False
TIMM13,Stim48hr,0.742947953913389,False
TIMM17B,Stim48hr,0.4378228049264998,False
TIMM17B,Stim8hr,0.32459752901535,False
TIMM50,Rest,0.309112806101967,False
TIMM50,Stim8hr,0.8498689629352303,False
TIMM8A,Rest,0.134885588117222,False
TIMM8B,Rest,0.2733841830590124,False
TIMM8B,Stim48hr,0.5208581644815257,False
TIMM8B,Stim8hr,0.9606888805690752,False
TIMM9,Rest,0.5547972701726215,False
TIMM9,Stim48hr,0.8724672228843862,False
TIMM9,Stim8hr,0.8367652564582553,False
TIMMDC1,Stim48hr,0.3595550258243941,False
TIMP1,Stim48hr,0.9614620580055622,False
TIMP1,Stim8hr,0.8663421939348559,False
TIPARP,Rest,0.7105580088317944,False
TIPARP,Stim48hr,0.3424711958680969,False
TIPARP,Stim8hr,0.2276301010857356,False
TIPRL,Rest,0.5656362906463268,False
TIPRL,Stim48hr,0.4147794994040524,False
TIPRL,Stim8hr,0.5960314488955447,False
TKFC,Rest,0.1276595744680851,False
TLK1,Stim48hr,0.5744934445768772,False
TLK1,Stim8hr,0.0479221265443654,False
TLN1,Rest,0.5186672019269369,False
TLN1,Stim48hr,0.1942789034564958,False
TLN1,Stim8hr,0.5761886933732684,False
TLR5,Stim8hr,0.190565331336578,False
TLX3,Stim8hr,0.7304380381879446,False
TM2D1,Rest,0.4034524287434765,False
TM2D1,Stim48hr,0.0405244338498212,False
TM2D1,Stim8hr,0.012729314863347,False
TM2D2,Stim48hr,0.1851410409217322,False
TM2D2,Stim8hr,0.515537251965556,False
TM9SF2,Rest,0.8867924528301887,False
TM9SF2,Stim48hr,0.841875248311482,False
TM9SF2,Stim8hr,0.9674279296143766,False
TM9SF3,Rest,0.8727418707346447,False
TM9SF3,Stim48hr,0.8438617401668653,False
TM9SF3,Stim8hr,0.6810183451890678,False
TMBIM4,Stim8hr,0.2792961437663796,False
TMC8,Stim48hr,0.66626936829559,False
TMCC1,Stim8hr,0.2744290527892175,False
TMCO3,Stim48hr,0.8486293206197855,False
TMED10,Rest,0.5222802087515054,False
TMED10,Stim48hr,0.5586015097338101,False
TMED10,Stim8hr,0.5956570572819169,False
TMED2,Rest,0.39542352468888,False
TMED2,Stim48hr,0.4251092570520461,False
TMED2,Stim8hr,0.5780606514414077,False
TMED3,Stim48hr,0.3118792212951927,False
TMED3,Stim8hr,0.8667165855484837,False
TMED4,Rest,0.2990766760337214,False
TMED4,Stim48hr,0.6154151767977751,False
TMED4,Stim8hr,0.8000748783227256,False
TMED9,Rest,0.3408269771176234,False
TMED9,Stim48hr,0.4394119984108065,False
TMED9,Stim8hr,0.3931111943092474,False
TMEM119,Stim8hr,0.1774616248596031,False
TMEM123,Rest,0.0196708149337615,False
TMEM123,Stim48hr,0.7282479141835518,False
TMEM123,Stim8hr,0.4608760763758892,False
TMEM126B,Rest,0.8972300281011641,False
TMEM126B,Stim48hr,0.1307111640842272,False
TMEM126B,Stim8hr,0.0711344065892924,False
TMEM127,Stim48hr,0.5156932856575288,False
TMEM131,Rest,0.2641509433962264,False
TMEM131,Stim48hr,0.6436233611442194,False
TMEM131,Stim8hr,0.8304005990265818,False
TMEM131L,Rest,0.988358089120835,False
TMEM131L,Stim48hr,0.8323400874056416,False
TMEM131L,Stim8hr,0.4732309996256084,False
TMEM138,Stim48hr,0.7743345252284466,False
TMEM140,Rest,0.0891208350060216,False
TMEM140,Stim48hr,0.135876042908224,False
TMEM140,Stim8hr,0.0209659303631598,False
TMEM150A,Stim8hr,0.3216023961063272,False
TMEM161A,Rest,0.3946206342834203,False
TMEM167A,Rest,0.2665596146126053,False
TMEM167A,Stim48hr,0.9829161700437028,False
TMEM167A,Stim8hr,0.4114563833770123,False
TMEM168,Rest,0.1786431152147732,False
TMEM169,Rest,0.4664793255720594,False
TMEM169,Stim48hr,0.1195868096940802,False
TMEM169,Stim8hr,0.0059902658180456,False
TMEM181,Rest,0.6463267763950221,False
TMEM184B,Rest,0.7691690084303493,False
TMEM184B,Stim8hr,0.9090228378884312,False
TMEM185A,Rest,0.9096748293857888,False
TMEM185A,Stim48hr,0.6710369487485102,False
TMEM185A,Stim8hr,0.7214526394608761,False
TMEM186,Stim8hr,0.2684387869711718,False
TMEM205,Rest,0.0806904857486953,False
TMEM205,Stim8hr,0.2519655559715462,False
TMEM214,Rest,0.2332396627860297,False
TMEM214,Stim48hr,0.0393325387365911,False
TMEM214,Stim8hr,0.1445151628603519,False
TMEM216,Stim48hr,0.4616607071911005,False
TMEM217,Rest,0.1368928141308711,False
TMEM223,Stim8hr,0.3062523399475851,False
TMEM229B,Stim48hr,0.977751291219706,False
TMEM229B,Stim8hr,0.8719580681392737,False
TMEM230,Rest,0.7603372139702931,False
TMEM234,Stim8hr,0.1168101834518906,False
TMEM238,Stim48hr,0.5729042510925705,False
TMEM245,Rest,0.1120032115616218,False
TMEM245,Stim8hr,0.0104829651815799,False
TMEM254,Rest,0.4203131272581292,False
TMEM254,Stim8hr,0.7641332834144515,False
TMEM258,Rest,0.490566037735849,False
TMEM258,Stim8hr,0.5170348184200674,False
TMEM259,Rest,0.9321557607386592,False
TMEM259,Stim8hr,0.8932983901160614,False
TMEM263,Stim48hr,0.8744537147397695,False
TMEM263,Stim8hr,0.5477349307375515,False
TMEM265,Rest,0.2187876354877559,False
TMEM265,Stim48hr,0.4596742153357171,False
TMEM265,Stim8hr,0.4979408461250468,False
TMEM268,Rest,0.8426334805299077,False
TMEM268,Stim48hr,0.8919348430671434,False
TMEM30A,Rest,0.6029706945002007,False
TMEM30A,Stim48hr,0.8871672626142233,False
TMEM30A,Stim8hr,0.2568326469487083,False
TMEM33,Rest,0.4568446407065435,False
TMEM33,Stim48hr,0.0750893921334922,False
TMEM39A,Stim8hr,0.4077124672407338,False
TMEM41B,Rest,0.4857486953030911,False
TMEM41B,Stim48hr,0.5677393722685737,False
TMEM41B,Stim8hr,0.2688131785847997,False
TMEM44,Stim48hr,0.5065554231227652,False
TMEM45A,Stim8hr,0.6514414077124673,False
TMEM45B,Rest,0.797671617824167,False
TMEM79,Rest,0.1063829787234042,False
TMEM79,Stim48hr,0.5883988875645609,False
TMEM79,Stim8hr,0.0943466866342194,False
TMEM86A,Rest,0.9739060618225612,False
TMEM86A,Stim48hr,0.820818434644418,False
TMEM86A,Stim8hr,0.899663047547735,False
TMEM87B,Rest,0.1541549578482537,False
TMEM87B,Stim8hr,0.7768625982777986,False
TMEM9,Stim8hr,0.801572444777237,False
TMEM94,Stim48hr,0.9082240762812872,False
TMEM94,Stim8hr,0.9749157618869336,False
TMPPE,Rest,0.7041348855881172,False
TMPRSS13,Rest,0.3942191890806905,False
TMPRSS13,Stim8hr,0.5758143017596405,False
TMTC3,Stim8hr,0.4473979782852864,False
TMUB2,Rest,0.4733038940184664,False
TMX1,Stim48hr,0.155740961462058,False
TMX1,Stim8hr,0.0614002246349681,False
TMX2,Rest,0.0345242874347651,False
TMX2,Stim8hr,0.0235866716585548,False
TNFAIP3,Rest,0.1513448414291449,False
TNFAIP3,Stim8hr,0.0861100711344066,False
TNFAIP8,Stim8hr,0.7794833395731936,False
TNFRSF10B,Rest,0.244078683259735,False
TNFRSF10D,Stim48hr,0.975367500993246,False
TNFRSF1A,Rest,0.5331192292252107,False
TNFRSF4,Rest,0.53472501003613,False
TNFRSF9,Rest,0.6491368928141309,False
TNFRSF9,Stim48hr,0.6742153357171236,False
TNFRSF9,Stim8hr,0.1965555971546237,False
TNIP2,Stim8hr,0.8858105578435043,False
TNK1,Rest,0.5082296266559615,False
TNK1,Stim48hr,0.8994835121176004,False
TNK1,Stim8hr,0.7967053538000749,False
TNKS1BP1,Rest,0.1678040947410678,False
TNKS1BP1,Stim48hr,0.3845848232022248,False
TNKS1BP1,Stim8hr,0.6896293523025084,False
TNNC1,Rest,0.8562826174227218,False
TNNC1,Stim48hr,0.7822804926499801,False
TNNC1,Stim8hr,0.7229502059153875,False
TNPO1,Rest,0.8121236451224408,False
TNPO1,Stim48hr,0.1493841875248311,False
TNPO1,Stim8hr,0.1134406589292399,False
TNPO3,Rest,0.7482938578883982,False
TNRC6A,Rest,0.3994379767161782,False
TNRC6A,Stim48hr,0.280492649980135,False
TNRC6A,Stim8hr,0.8861849494571321,False
TNS1,Rest,0.4122842232035327,False
TOB2,Rest,0.3637093536732236,False
TOE1,Rest,0.9365716579686872,False
TOE1,Stim48hr,0.9972189114024632,False
TOMM20,Rest,0.4656764351665997,False
TOMM20,Stim8hr,0.6596780232122801,False
TOMM40,Rest,0.8145323163388197,False
TOMM40,Stim8hr,0.3841257955821789,False
TOMM5,Stim8hr,0.1074503931111943,False
TOMM70,Stim48hr,0.7123559793404847,False
TOP2B,Rest,0.900040144520273,False
TOPBP1,Rest,0.8663187474909675,False
TOPBP1,Stim8hr,0.9591913141145638,False
TOPORS,Rest,0.3588920112404656,False
TOR1A,Rest,0.0164592533119229,False
TOR1A,Stim48hr,0.0536352800953516,False
TOR1A,Stim8hr,0.0857356795207787,False
TOR1B,Stim8hr,0.0374391613627854,False
TOR4A,Rest,0.1216378964271377,False
TOR4A,Stim48hr,0.4541120381406436,False
TOR4A,Stim8hr,0.948333957319356,False
TP53,Rest,0.9221196306704136,False
TP53,Stim48hr,0.9594755661501788,False
TP53,Stim8hr,0.7933358292774242,False
TP53BP1,Rest,0.6354877559213168,False
TP53INP2,Rest,0.0461661983139301,False
TP53INP2,Stim48hr,0.388160508541915,False
TP53INP2,Stim8hr,0.5305129165106701,False
TP53RK,Stim8hr,0.5248970423062523,False
TP73,Rest,0.6716178241670012,False
TP73,Stim48hr,0.6356773937226857,False
TP73,Stim8hr,0.9049045301385248,False
TPD52,Rest,0.1505419510236852,False
TPD52,Stim48hr,0.4060389352403655,False
TPD52,Stim8hr,0.2006739049045301,False
TPD52L1,Rest,0.5989562424729025,False
TPD52L1,Stim48hr,0.6400476758045291,False
TPD52L1,Stim8hr,0.7210782478472483,False
TPGS2,Stim48hr,0.8748510131108462,False
TPGS2,Stim8hr,0.7577686259827779,False
TPI1,Rest,0.9229225210758732,False
TPI1,Stim8hr,0.9955073006364658,False
TPK1,Stim48hr,0.3508144616607072,False
TPK1,Stim8hr,0.6765256458255335,False
TPP1,Stim48hr,0.77870480731029,False
TPP2,Stim48hr,0.1605085419149781,False
TPPP,Stim48hr,0.5597934048470401,False
TPR,Rest,0.1637896427137695,False
TPR,Stim48hr,0.2812872467222884,False
TPRG1L,Stim48hr,0.4858959078267779,False
TPRKB,Stim8hr,0.4350430550355672,False
TPST1,Rest,0.523083099156965,False
TPST1,Stim48hr,0.0139054429876837,False
TPST1,Stim8hr,0.2830400599026582,False
TPST2,Stim48hr,0.620580055621772,False
TPST2,Stim8hr,0.7390490453013853,False
TPT1,Rest,0.2143717382577278,False
TPT1,Stim48hr,0.1577274533174414,False
TPT1,Stim8hr,0.4312991388992886,False
TRADD,Rest,0.8735447611401044,False
TRADD,Stim8hr,0.6106327218270311,False
TRAF2,Rest,0.6057808109193095,False
TRAF2,Stim48hr,0.3094954310687326,False
TRAF2,Stim8hr,0.8577311868214152,False
TRAF3,Rest,0.3753512645523886,False
TRAF3,Stim48hr,0.3087008343265792,False
TRAF3,Stim8hr,0.2309996256083863,False
TRAF6,Stim48hr,0.0341676599125943,False
TRAF6,Stim8hr,0.950954698614751,False
TRAK1,Stim48hr,0.9856972586412396,False
TRAK1,Stim8hr,0.8101834518906776,False
TRAK2,Stim8hr,0.1205540995881692,False
TRAPPC11,Rest,0.5283018867924528,False
TRAPPC13,Stim8hr,0.2852864095844253,False
TRAPPC2L,Stim8hr,0.930363159865219,False
TRAPPC3,Rest,0.6366920915295062,False
TRAPPC3,Stim8hr,0.3934855859228753,False
TRIB2,Rest,0.4877559213167403,False
TRIB2,Stim8hr,0.5934107076001498,False
TRIM14,Rest,0.0899237254114813,False
TRIM14,Stim48hr,0.0238379022646007,False
TRIM14,Stim8hr,0.0917259453388244,False
TRIM2,Rest,0.32557205941389,False
TRIM21,Stim8hr,0.0052414825907899,False
TRIM22,Stim48hr,0.2141438220103297,False
TRIM24,Rest,0.5299076676033722,False
TRIM24,Stim48hr,0.3468414779499404,False
TRIM25,Rest,0.5925331192292252,False
TRIM25,Stim48hr,0.6336909018673024,False
TRIM25,Stim8hr,0.6551853238487458,False
TRIM28,Rest,0.0136491368928141,False
TRIM28,Stim48hr,0.0866110448947159,False
TRIM28,Stim8hr,0.0123549232497192,False
TRIM33,Rest,0.7426736250501806,False
TRIM33,Stim48hr,0.4580850218514104,False
TRIM33,Stim8hr,0.6589292399850243,False
TRIM38,Stim48hr,0.6515693285657529,False
TRIM39,Rest,0.8554797270172622,False
TRIM39,Stim48hr,0.7302344060389352,False
TRIM39,Stim8hr,0.7529015350056159,False
TRIM47,Stim48hr,0.4191497814858959,False
TRIP12,Rest,0.874347651545564,False
TRIP12,Stim48hr,0.9499404052443384,False
TRIP12,Stim8hr,0.3508049419692999,False
TRIP6,Stim8hr,0.5447397978285287,False
TRIR,Rest,0.1164191087916499,False
TRIR,Stim48hr,0.4620580055621772,False
TRIR,Stim8hr,0.6023961063272183,False
TRIT1,Stim8hr,0.9663047547734932,False
TRMT10A,Rest,0.8165395423524688,False
TRMT10A,Stim48hr,0.2276519666269368,False
TRMT10A,Stim8hr,0.7540247098464994,False
TRMT10C,Stim48hr,0.5141040921732221,False
TRMT10C,Stim8hr,0.3893672781729689,False
TRMT13,Stim48hr,0.6793802145411204,False
TRMT6,Rest,0.618627057406664,False
TRMT6,Stim48hr,0.5292014302741359,False
TRMT6,Stim8hr,0.4245600898539872,False
TRMT61A,Rest,0.1393014853472501,False
TRMT61A,Stim48hr,0.6678585617798967,False
TRMT61A,Stim8hr,0.1175589666791463,False
TRRAP,Rest,0.8478522681653954,False
TRRAP,Stim48hr,0.1593166468017481,False
TRRAP,Stim8hr,0.4477723698989143,False
TRUB1,Rest,0.5114411882778,False
TRUB2,Stim48hr,0.0977353992848629,False
TSC1,Rest,0.9979927739863508,True
TSC1,Stim48hr,0.9904648390941596,True
TSC1,Stim8hr,0.6802695619618121,True
TSC2,Rest,0.9995985547972702,True
TSC2,Stim48hr,0.9650377433452524,True
TSC2,Stim8hr,0.4773493073755148,True
TSC22D2,Rest,0.2123645122440786,False
TSEN15,Rest,0.0128462464873544,False
TSEN15,Stim8hr,0.0175964058405091,False
TSEN2,Rest,0.4588518667201927,False
TSEN2,Stim8hr,0.1755896667914638,False
TSFM,Stim48hr,0.734207389749702,False
TSPAN2,Stim8hr,0.3560464245600898,False
TSPAN4,Stim48hr,0.8096940802542709,False
TSPAN4,Stim8hr,0.3365780606514414,False
TSPAN9,Rest,0.688478522681654,False
TSPAN9,Stim48hr,0.5125148986889154,False
TSPAN9,Stim8hr,0.2875327592661924,False
TSPYL1,Stim48hr,0.1986491855383393,False
TSPYL5,Rest,0.5291047771979125,False
TSPYL5,Stim48hr,0.6348827969805324,False
TSPYL5,Stim8hr,0.2650692624485211,False
TSR2,Rest,0.2745885186672019,False
TSTD2,Rest,0.8831794460056203,False
TSTD2,Stim48hr,0.3031386571315058,False
TSTD2,Stim8hr,0.1935604642456009,False
TTC14,Rest,0.7246085909273384,False
TTC14,Stim8hr,0.763010108573568,False
TTC38,Rest,0.774387796065837,False
TTC39C,Rest,0.7936571657968687,False
TTC4,Rest,0.0156563629064632,False
TTC4,Stim48hr,0.0564163686928883,False
TTC4,Stim8hr,0.0026207412953949,False
TTC5,Rest,0.5704536330790847,False
TTC5,Stim48hr,0.8696861342868494,False
TTC5,Stim8hr,0.958442530887308,False
TTC7A,Stim8hr,0.4878322725570947,False
TTC7B,Stim8hr,0.7285660801198053,False
TTC9,Rest,0.8189482135688478,False
TTC9,Stim8hr,0.8487457880943466,False
TTF1,Stim8hr,0.0056158742044178,False
TTI2,Rest,0.7370533922119631,False
TTI2,Stim8hr,0.1651067016098839,False
TTYH2,Stim8hr,0.0063646574316735,False
TTYH3,Stim8hr,0.2508423811306626,False
TUBB2A,Rest,0.5680449618627057,False
TUBB2A,Stim8hr,0.5597154623736428,False
TUBB4B,Stim8hr,0.9678023212280044,False
TUBE1,Rest,0.106784423926134,False
TUBE1,Stim48hr,0.1696464044497417,False
TUFM,Rest,0.5014050582095544,False
TUFM,Stim48hr,0.4966229638458482,False
TUFM,Stim8hr,0.1239236241108199,False
TUT4,Stim48hr,0.6229638458482321,False
TUT4,Stim8hr,0.5731935604642456,False
TWF1,Rest,0.0935367322360497,False
TWF1,Stim8hr,0.6746536877573942,False
TWNK,Rest,0.0525893215576073,False
TWNK,Stim48hr,0.3583631307111641,False
TWNK,Stim8hr,0.5473605391239236,False
TXLNA,Stim48hr,0.9229241160111245,False
TXLNB,Rest,0.9036531513448416,False
TXLNB,Stim48hr,0.7326181962653953,False
TXLNB,Stim8hr,0.5627105952826656,False
TXLNG,Rest,0.5106382978723404,False
TXNDC12,Stim8hr,0.2691875701984275,False
TXNDC17,Stim48hr,0.4588796185935637,False
TXNDC9,Rest,0.6820553994379767,False
TXNDC9,Stim48hr,0.4735796583234009,False
