gene,condition,guide_correlation,correlation_ceiling,n_signif_union
MRPL2,Rest,0.486619374488565,,48
MRPL10,Rest,0.0892525543856227,0.7569372300784042,52
MRPL16,Rest,-0.4268313514683057,,34
MRPL18,Rest,0.7350317606415392,0.7967697155259489,9
MRPL37,Rest,-0.0333300283221984,0.8306758813907177,5
MRPL43,Rest,0.7104155387946341,0.9133813825680412,16
MRPL45,Rest,-0.1636072721360532,0.7947716972327349,25
MRPS7,Rest,0.4792944650910339,,13
MRPS11,Rest,0.1471287578199898,,13
MRPS15,Rest,-0.756470816226076,,5
MRPS16,Rest,0.4219939716436119,0.6236083158923673,26
MRPS17,Rest,0.3319524880781002,0.8793519580006781,16
MRPS18B,Rest,0.6450008225934546,0.789686912167279,292
MRPS21,Rest,0.963939898071415,0.8974720349963887,7
MRPS23,Rest,-0.5995059552821856,0.4803571903866357,4
MRPS26,Rest,0.8571254787048329,0.6671859971705947,14
MRPS27,Rest,0.2217950652390777,,7
MRPS35,Rest,0.5035666184611508,0.7062186461022808,21
MSL2,Rest,0.1054233238838135,0.9214201550865962,33
MTA2,Rest,0.814646205443247,0.8746826087334454,634
MTERF2,Rest,0.2325631660196876,0.8799704262270184,55
MTG2,Rest,0.2918354243970197,0.4292056948101962,9
MTHFD1,Rest,0.8367863601177759,0.976838758908958,4
MTMR10,Rest,0.3181095716363656,0.6569388449306611,470
MYB,Rest,0.5841293237291754,0.8717720512105293,638
MYCN,Rest,-0.3057191345434585,,181
MYH9,Rest,0.1147418778590195,,199
MYO6,Rest,-0.0253477221899287,0.3311939028532897,31
MYO9A,Rest,0.4474132865493762,0.7141639426755375,350
MYT1L,Rest,-0.799559787056139,,3
NABP1,Rest,0.2996404880090988,0.9101870977290168,15
NAF1,Rest,0.2124495032180311,0.0612069385694034,165
NAPB,Rest,0.8428063137145684,0.7952037981385779,15
NCAM1,Rest,-0.4060144054374972,,45
NCBP3,Rest,0.6599957403534573,0.8654696316372495,88
NCKAP1L,Rest,0.8390991536098119,0.9278194808175412,128
NCOA6,Rest,0.549859681926017,0.8730835534345013,25
NCOR1,Rest,0.6503533100075343,0.789411953479715,760
NDRG1,Rest,0.4669429117846591,0.1422194256529892,25
NDUFA8,Rest,0.5044775213831728,0.9155096040717988,11
NDUFA10,Rest,0.4962846585790089,,420
NDUFB11,Rest,0.9034508121866712,0.9753669789110032,4
NDUFS8,Rest,0.2303056720381242,,42
NEB,Rest,0.1914691166244497,,81
NELFCD,Rest,0.4969168337736553,0.6640841642522876,300
NEMP2,Rest,-0.0132008920092397,0.7707090931483748,34
NEUROD2,Rest,-0.1514036532355172,,32
NFAT5,Rest,0.6469784687505902,0.5656869195151635,1793
NFE2L1,Rest,0.8793588378717042,0.9439743030691472,8
NFKB1,Rest,0.2339369023080887,0.8980889949003279,31
NFKB2,Rest,0.1768999344281751,0.884378303072971,76
NFKBIB,Rest,0.7176125583694216,0.933733745107784,5
NFKBIL1,Rest,0.0043345531273638,,39
NFRKB,Rest,0.8078649793347802,0.8480678676432968,1250
NIPAL4,Rest,-0.0151276062057745,0.8869049486309065,8
NKAPD1,Rest,0.4006356943860583,0.6753684534799622,518
NKX2-8,Rest,0.3162306725878263,,260
NKX6-3,Rest,-0.1532748351998449,,95
NLGN2,Rest,-0.0379128339457845,0.7440208473754101,13
NLRX1,Rest,0.4975683974270263,0.8938256300302054,17
NPC2,Rest,0.990499206886129,0.9729302374511888,4
NPHP4,Rest,-0.2300571051560715,,76
NR2C2,Rest,0.7392807363590013,0.9167830595536202,95
NR2E1,Rest,-0.0131811961310296,0.7459065493413457,14
NRAS,Rest,-0.406622902148702,,102
NSD2,Rest,0.7373947162901795,0.790219710351078,19
NSUN4,Rest,0.9955691778781296,0.9504684516374696,4
NUDCD1,Rest,0.8326797608887753,0.9732532347187796,8
NUDT19,Rest,0.4407450128682625,0.9319991117171186,37
NUP188,Rest,0.4531918309373624,0.8752471215385548,113
OS9,Rest,0.745885287446483,0.9606821569759992,23
OTUB1,Rest,0.6979041553192789,0.9489727306792096,17
OTUD1,Rest,0.6484744561747922,0.851504635634315,115
OXA1L,Rest,0.6764049556800482,0.9109726844775308,61
P4HB,Rest,0.9132170529403928,0.9033281764151208,54
PAGR1,Rest,0.7816926653526152,0.8201586423479942,228
PAIP1,Rest,0.6163065734802561,0.7932464028188659,23
PAK2,Rest,0.7321776002216406,0.8710447826952933,67
PAPSS1,Rest,0.7417314113872626,0.9250366708064864,38
PARD6A,Rest,0.5165778790720426,0.8790269587926033,50
PARP14,Rest,-0.1929398706088297,,152
PARS2,Rest,-0.1276662523181616,,4
PATL1,Rest,0.1550018972975146,0.3249533634585386,163
PAXIP1,Rest,0.9004957135728314,0.9145148623599304,156
PCGF1,Rest,0.8200178367344354,0.8807714670329414,110
PCNX3,Rest,-0.0404484728552775,0.5109509163421844,74
PCNX4,Rest,0.4423341253874597,0.8934307213162649,7
PCYT2,Rest,0.7939697445457599,0.9106420151200502,195
PDAP1,Rest,0.4248267145783808,0.4939154982822587,22
PDCD2L,Rest,-0.2443322610654484,0.4109753926747011,130
PDCL,Rest,0.5738208656457636,0.8255490599337117,356
PDIA6,Rest,0.5792562081591566,0.8708514529966422,79
PDLIM2,Rest,-0.1305736842035179,0.3782089281710424,99
PDSS1,Rest,0.8896789736774139,,3
PEX6,Rest,0.4345107518829142,0.3989281238698041,64
PEX16,Rest,0.6931399677475877,0.9322038669726171,4
PFDN5,Rest,0.0569988910860981,0.7439138647082579,37
PFKM,Rest,0.0336439415592546,,10
PGM1,Rest,0.3150559555938931,0.8568665103477405,11
PGS1,Rest,0.3129517644391829,,300
PHF3,Rest,0.8095849702198589,0.911580563369993,30
PHF12,Rest,0.3157766650880202,0.9158406215991356,43
PHF23,Rest,0.6237756392752779,0.8906982353057784,38
PHGR1,Rest,0.5133188236488953,0.7624147308822843,192
PHOSPHO2,Rest,0.5155528048168564,0.9528684367726696,21
PIAS1,Rest,0.0529478575374193,,161
PIGB,Rest,0.0115432727885554,0.5337186689104478,72
PIGH,Rest,0.5164675797562824,0.7413756168097915,76
PIK3R4,Rest,0.4597086052049771,0.8462258599716908,70
PIP,Rest,0.138201361089931,0.9391636970806692,6
PKM,Rest,0.9460873292618462,0.952012025413677,11
PKNOX1,Rest,0.8091298731383412,0.9390945658996456,51
PMM2,Rest,0.2874690597175773,0.7785414401348317,54
PNPT1,Rest,-0.2892478702604676,0.5631217308881606,19
POGK,Rest,0.1901374072679451,0.7776520782923587,116
POLG,Rest,0.8855091018338697,0.9397373503918726,9
POLR2M,Rest,-0.0418358682785231,,6
POLRMT,Rest,0.4058220280188697,0.4336382346855453,18
POU3F1,Rest,0.0688441629157926,0.9185907747331932,8
PPCDC,Rest,0.5161065723861151,0.688096592382248,187
PPCS,Rest,0.3985289232115512,0.7686892018470297,361
PPDPF,Rest,-0.2455940057598711,,565
PPHLN1,Rest,0.7405590823090805,0.8966461609474078,90
PPIF,Rest,0.2870882820391445,0.6185992880172247,606
PPIH,Rest,0.8927080946767046,0.9264662157132444,26
PPIL1,Rest,0.6940197635124956,0.901899272691572,125
PPM1D,Rest,0.7246111619464263,0.5033568206052386,601
PPP1R1A,Rest,0.5753707654129518,0.8445967011655636,10
PPP1R2,Rest,0.6013044380186843,0.2331287515013049,365
PPP1R3B,Rest,0.7541953855252579,0.7569844534238226,25
PPP1R7,Rest,0.8583642586692843,0.8692210444927039,20
PPP1R12A,Rest,-0.2276562123041453,0.5175373898808516,78
PPP1R12C,Rest,0.5058929217480468,0.5882136153899539,668
PPP1R13L,Rest,0.599790068709563,,246
PPP1R15B,Rest,0.5692890504923539,0.877672229237645,52
PPP4C,Rest,0.5327801843652497,0.7561437579836348,70
PPP6C,Rest,0.3700328543138366,,84
PPRC1,Rest,-0.0155332852142717,0.5620531612096179,21
PRAM1,Rest,-0.4753434014018482,,241
PRDX3,Rest,0.4730953903981063,0.7690342773318781,299
PRKCH,Rest,0.7704094379138586,0.9713698936486412,13
PRKRA,Rest,0.4019180611085748,0.8418302923378373,23
PROX2,Rest,0.2059174395203175,,116
PRPF39,Rest,0.3972552712613826,0.7494652224599668,49
PRR12,Rest,0.4185524412559935,0.9191649267649462,13
PRRC2A,Rest,0.9992733461343072,0.9734742080329803,3
PRRT2,Rest,0.2223798659556921,0.3070744780831705,848
PRUNE1,Rest,0.93489214729121,0.9723330646625018,7
PRXL2B,Rest,0.5997202340942703,0.893975815191875,11
PSIP1,Rest,0.4606472117994183,,34
PSMB9,Rest,-0.1866830863795342,0.8575301040675141,25
PSMF1,Rest,0.5276036749585129,0.8939760210656128,13
PTDSS2,Rest,-0.0585103670644295,,46
PTEN,Rest,0.8597781522939727,0.8687840508348389,1313
PTP4A1,Rest,0.6748683766471761,,381
PTPA,Rest,0.3035901488588182,0.8936115030810902,7
PTPN2,Rest,0.2979455100937495,0.3403817544322219,274
PTRH2,Rest,0.0797001231042039,0.7745334513552834,13
PUS3,Rest,0.9657031828589964,0.9637211814243816,7
PXMP4,Rest,-0.1875709401791195,0.3729595747409591,125
R3HCC1L,Rest,0.4666151158886574,0.8297609218663605,95
RAB11FIP1,Rest,0.0192979291386833,,85
RAB27B,Rest,0.3751303974906777,,33
RAB33A,Rest,0.0919990050950013,,33
RABGEF1,Rest,0.39932394818149,0.9018217999172172,14
RAD23A,Rest,0.2628769063671207,0.8281320427605989,65
RAD50,Rest,-0.076261521881412,0.8568113964575831,33
RAD54L2,Rest,0.017457275915433,,23
RALGAPB,Rest,0.8811102960991302,0.7618098306310251,19
RANBP1,Rest,0.0036143275929313,0.9307858007454568,8
RARB,Rest,0.2023877903669443,,1023
RASA2,Rest,0.7480344016426149,0.8802776131409141,74
RASAL3,Rest,0.9916461183866376,0.98270939658832,3
RB1CC1,Rest,0.0848445107707789,,112
RBM10,Rest,0.8336427363156081,0.9692132293736768,15
RBM12,Rest,0.907461338295937,0.9355377580187102,22
RBM27,Rest,0.6681534616393721,0.8933123974537654,106
RBM33,Rest,0.3657534353510538,0.86613324869644,65
RBP5,Rest,-0.1857263007691639,,165
RBPJ,Rest,0.4199153107130263,0.8934073431457723,12
RC3H1,Rest,0.8862070421237953,0.9290538126086588,29
RDH13,Rest,0.2026624446249463,0.7134425663172073,109
RELL2,Rest,0.4276932903254352,0.7195224505128947,437
REXO1,Rest,0.2401386370178724,0.3516426994029949,11
RFX1,Rest,0.6344466296232194,0.8862684578057484,122
RHBDD3,Rest,0.2251267629089427,,70
RHOC,Rest,0.1898830587682788,0.7195452287774495,329
RICTOR,Rest,0.9090295262340492,0.9702675540250832,10
RIN1,Rest,-0.3939068239936206,,18
RIPK1,Rest,0.7539039141229872,0.9149875624817952,63
RNASEH1,Rest,-0.1934211533165865,0.5209936166237953,59
RNF41,Rest,-0.0743610467630264,0.959273072856381,16
RNF111,Rest,0.5100665413324601,0.7751726059724413,160
RNF115,Rest,0.0324666714303172,0.7052649237626448,477
RNF181,Rest,0.7334449801589152,0.9514175057996888,9
RPL26L1,Rest,-0.1871268149341064,,40
RPRD2,Rest,0.7526215472839125,0.8926448399084446,438
RPS6KA1,Rest,-0.5446881722690984,,31
RPS6KB1,Rest,0.0603133551208031,0.8717418214856201,15
RPS25,Rest,0.0282131194134198,,54
RPTOR,Rest,0.326372661083449,0.3865063041041791,475
RREB1,Rest,0.1140349691737277,0.8710843796960838,19
RTRAF,Rest,0.7648862613526748,0.8333085939743796,613
RWDD2B,Rest,-0.1866028237720472,,665
SAAL1,Rest,0.0941711187808402,0.5362851987257963,78
SAMD1,Rest,0.7206998997446885,0.7172886148299759,128
SAMD4B,Rest,-0.4693677442293509,0.91787856719826,12
SARS2,Rest,0.0579873748086456,0.8799179932647456,53
SBF1,Rest,-0.2371885411499428,0.9191394236391136,7
SBNO1,Rest,0.5216359809367809,0.878212102412402,51
SCAF8,Rest,0.5664922368215507,0.9456468869298028,5
SCO2,Rest,0.634995161094734,0.971580160559194,7
SEC14L1,Rest,0.3554515811848531,0.7823102379628699,138
SEC14L5,Rest,-0.2296526080371654,,56
SEC62,Rest,0.6488876785183972,0.7429799131637996,60
SEC63,Rest,0.6415176070946914,0.847180910163283,252
SEL1L,Rest,0.7652786532273131,0.8678735233287518,874
SEMA4C,Rest,-0.1717175284896703,,1823
SENP1,Rest,0.9197439930650256,0.9477809504786068,10
SENP5,Rest,0.0555549138652926,,2682
SERF2,Rest,0.4503552633176171,0.8170480573449538,16
SETD1B,Rest,0.7042759901350879,0.9309671530472522,32
SETD2,Rest,0.5669844683712743,0.8561958837888374,517
SETDB1,Rest,0.909149851719182,0.8980133245978794,647
SFXN1,Rest,0.2047323592024005,0.797725367014155,47
SGCB,Rest,0.3965097609449201,0.7866137153126537,241
SGF29,Rest,0.8132006968332121,0.8500445277519365,1486
SH3D21,Rest,0.4556938073451003,0.6557581137858217,293
SH3GL1,Rest,0.7679653554941772,0.8221019212337919,84
SHLD1,Rest,0.3578715228747071,0.5256773183605966,181
SIMC1,Rest,0.3968048590455095,0.8657812790923378,53
SIN3A,Rest,-0.1958119377791304,,15
SIN3B,Rest,0.7383258513428914,0.8922142161788106,333
SIRT7,Rest,-0.2033998434754539,,3
SLAMF6,Rest,0.5413006195472538,0.7405829014268802,163
SLAMF7,Rest,0.4774684912527018,0.6836126447362655,10
SLC4A1AP,Rest,0.6676247791506471,0.4309372560972362,187
SLC5A6,Rest,-0.3541304198185391,,547
SLC9A5,Rest,0.1428967781437123,0.4447178791035331,206
SLC17A5,Rest,-0.1935863115161416,,311
SLC24A1,Rest,0.7266554229472263,0.8750530381514685,504
SLC25A3,Rest,0.0090521993903159,0.9804620848647996,4
SLC25A10,Rest,0.2921448233854152,0.3013523407905176,13
SLC25A27,Rest,-0.6295767864798495,,30
SLC25A51,Rest,0.8316272824167764,0.7117446556981781,30
SLC31A1,Rest,0.73608584797701,0.8610903242106301,313
SLC35A2,Rest,-0.1638034911911946,,1384
SLC35B1,Rest,0.5750345986587179,0.7807558172807572,429
SLC35C2,Rest,-0.0493799884316844,,1454
SLC35D2,Rest,-0.3042094871999345,,1693
SLC35E3,Rest,0.2591513445855783,0.7677221432693442,183
SLTM,Rest,0.6736751251234185,0.7733778033361076,4
SMAD3,Rest,-0.1789407437199677,,252
SMAD4,Rest,0.4136938280838886,0.8824273369436086,12
SMAGP,Rest,0.1945853716894221,0.8978353791614889,44
SMG7,Rest,0.5219352289601186,0.7664759038325019,1049
SMG8,Rest,0.8798143681529448,0.9073318138341256,149
SMG9,Rest,0.6351699055629539,0.9305688244390148,117
SMS,Rest,0.196761956810569,0.8612060547014427,27
SNAP23,Rest,0.8727010623166188,0.96757312133787,5
SNPH,Rest,0.5425225496569971,0.8934711712840989,7
SNTB1,Rest,0.2444955836675231,0.8655468809797991,43
SOCS4,Rest,0.3269529849962335,0.6949855878920276,71
SP1,Rest,0.8623994625695598,0.9580824392086535,17
SP5,Rest,-0.1713583998614173,0.8287980717290578,29
SP100,Rest,0.015149578470459,0.7553654199074826,35
SP140L,Rest,0.5273461038328444,0.2938452043763025,1113
SPOP,Rest,0.6713749353543892,0.7490027921671026,19
SPSB2,Rest,0.4459583767337734,0.8404811103528967,9
SPTLC2,Rest,0.4373324447648472,0.6345889357738518,30
SRD5A1,Rest,0.624193529495986,0.8848809351329485,40
SRD5A3,Rest,0.2986260853708043,0.8803448194653488,281
SRR,Rest,0.3917928564449962,0.4595451391705514,426
SRRD,Rest,0.971114411989952,0.9646680558707104,4
SRSF10,Rest,0.6556818204620198,0.8825991614448132,66
SSB,Rest,0.7939502604251412,0.8683459537177516,279
SSBP1,Rest,0.6147615543135235,0.8904269935698395,8
SSR2,Rest,0.9927093452397324,0.98698825630877,10
SSR3,Rest,0.999893647377016,0.9951782052989546,3
STAT2,Rest,0.884282379727482,0.7832098747652178,6
STAT3,Rest,0.6795505468654142,0.8507729858097665,447
STIP1,Rest,0.937129539681546,0.940864127434719,42
STK11,Rest,0.6893953686294343,0.7793464988483799,832
STK25,Rest,0.7631269803657763,0.8019295096749488,4
STK35,Rest,0.99726208885857,0.9760906167032108,3
STOM,Rest,0.889187515632022,0.95082199915945,10
STRAP,Rest,0.7115862520300645,0.8693193656084084,678
STX16,Rest,0.3490404131909594,0.7792061367372247,24
STYXL1,Rest,0.3839005976048142,0.8370689716427305,25
SUGP1,Rest,0.927161488460169,0.8558191543330599,9
SUPT4H1,Rest,0.6593012026215894,0.833554406754373,207
SUPT7L,Rest,0.7849732295378982,0.8191443423966459,1133
SUPT20H,Rest,0.8094685735632657,0.7715746291879928,1704
SURF1,Rest,-0.3781534544900715,0.5099217788096733,582
SYK,Rest,0.0911841819258359,,95
TADA1,Rest,0.7793655260898522,0.8427454214927574,1595
TADA2B,Rest,0.8672431205554865,0.8487192350569933,2726
TADA3,Rest,0.3758495008090624,0.5510599847977727,114
TAF6L,Rest,0.8537986894348082,0.8664941487293075,1700
TAF11,Rest,0.5613894302411954,0.663687817973694,891
TAF13,Rest,0.8316537775317971,0.8911690224092991,791
TARBP2,Rest,0.8281242559665363,0.8616557788217575,44
TARS2,Rest,0.4201080051805822,0.4407950377984463,152
TATDN2,Rest,0.3635218819333856,0.915514915461608,24
TBC1D10A,Rest,0.3434884978151779,0.7325612524649743,29
TBC1D14,Rest,-0.170300563045479,0.8079382442896508,570
TBCA,Rest,0.8802238731957978,0.8332855647442322,155
TBL1XR1,Rest,0.4636723082960611,0.9514448891781202,14
TCEAL1,Rest,0.0992891269820326,,260
TCEAL3,Rest,0.2633164219331315,0.7785679963618616,169
TCTEX1D2,Rest,0.9365241214194177,0.8133290736225538,3
TENT2,Rest,0.3107686622284885,0.5279951946754045,28
TENT5C,Rest,0.2210719890295948,0.3726597167050389,27
TESPA1,Rest,0.0066361847751665,,324
TET2,Rest,0.9380115465572382,0.9597647143881602,4
TFAM,Rest,0.917790377790784,0.9321547789454004,8
TFAP4,Rest,0.5471228278042027,0.8346232892022807,15
THAP2,Rest,0.5965907503302794,0.7208301235751927,70
THAP5,Rest,0.8817543931737414,0.9362771089121164,25
THAP11,Rest,0.2115424034427482,0.8345044286044644,1083
THOC6,Rest,0.8098256310606092,0.9645748973847716,13
THRAP3,Rest,0.9356115849695132,0.901480719113882,19
TIA1,Rest,0.0652020972438409,0.0251665917885372,74
TIAL1,Rest,0.1345138586611725,0.9447535946017992,9
TIGAR,Rest,0.5283839207262149,0.7563207012888771,460
TIMM8B,Rest,0.2802452562315384,0.6832674649041456,142
TIPARP,Rest,0.6432149783228263,0.7437794461934083,39
TIPRL,Rest,0.8502082360956621,0.9497177385270053,39
TLN1,Rest,0.6192509736694286,0.9348352460034812,26
TM2D1,Rest,0.1069882584962625,,71
TM9SF3,Rest,0.9085906451830348,0.9829864017373948,4
TMED2,Rest,0.3809079421573473,0.6614410547152595,75
TMED4,Rest,0.0429584761111617,0.6351998905559515,114
TMED10,Rest,0.4798727583077036,0.3817043410778658,497
TMEM30A,Rest,0.4637444361873974,0.8831496806047076,17
TMEM87B,Rest,-0.0359388878956358,0.7844753159101904,37
TMEM123,Rest,-0.0468273293158521,0.1917300511514184,53
TMEM131,Rest,0.978255135472353,0.9903856386989798,10
TMEM131L,Rest,0.9140241727560828,0.877894963189518,7
TMEM167A,Rest,0.8546737715130991,0.966262296423896,8
TMEM184B,Rest,-0.0323093373109125,0.5644063991041154,200
TMEM185A,Rest,0.2637365039575295,0.8825444042642303,37
TMEM205,Rest,0.5755008246889872,0.9315981658574706,12
TMEM259,Rest,0.7546429933676715,0.8359289308316022,6
TMX2,Rest,0.9085439358414628,0.9094845983408976,5
TNFRSF1A,Rest,0.933093666322919,0.9569415206661664,4
TNNC1,Rest,-0.156978202257341,0.6366897696198175,7
TNPO1,Rest,0.6245010188369386,0.7509593669975076,189
TNRC6A,Rest,0.2022883134832138,0.9122968227357356,25
TOR1A,Rest,0.1210892010919328,0.3287804515908528,45
TP53,Rest,0.9433290492891844,0.9397992019479018,117
TP53INP2,Rest,0.1755642449460429,,266
TP73,Rest,0.9133493842267228,,8
TPD52L1,Rest,0.4242870824467076,0.8155426501754771,148
TPT1,Rest,0.8323121531568244,0.8839871601838152,200
TRAF3,Rest,0.6396445080002975,0.8114963042865262,957
TRIM2,Rest,0.3705511808836076,0.568662808163671,689
TRIM39,Rest,0.566770194731606,0.6446485489150809,14
TRIP12,Rest,0.7960067896264688,0.9075058277339416,87
TRMT61A,Rest,0.3727818061524989,0.848839390950472,23
TROVE2,Rest,0.7916340971913051,0.9358689816838228,60
TRRAP,Rest,0.4284367621038153,0.8482892704389737,76
TRUB1,Rest,0.4331120370387463,,738
TSC1,Rest,0.7711164886196756,0.7914091277447355,575
TSC2,Rest,0.7930978122643894,0.8992674920751902,163
TSC22D2,Rest,-0.1433422567831067,0.8725489187531477,114
TSTD2,Rest,0.4098391402335118,0.789428742059442,163
TTC5,Rest,0.148551134492482,0.1347103776215843,369
TTC14,Rest,0.4938425856999143,0.5039260412733413,69
TTC39C,Rest,0.5457071845148593,0.9401809740417156,6
TXNL1,Rest,0.6979298469598958,0.8810782437643855,12
UBAP2L,Rest,0.8943352264823129,0.9568562373002304,37
UBC,Rest,0.5631078056710934,,1325
UBE2B,Rest,0.2332990227767636,0.5092116874943454,283
UBE2E1,Rest,0.994848141969593,0.9853140473273072,5
UBE2G2,Rest,-0.0020180879993897,0.5225069861293504,109
UBE2H,Rest,0.6879356364460026,0.868680735589205,64
UBE2L3,Rest,0.3715948090181125,0.2377558811094067,753
UBE2V2,Rest,-0.1715809926686939,0.7442831617041501,6
UBE3D,Rest,0.673580879987539,0.8290520517269396,66
UBL3,Rest,0.9500267658649308,0.9338901615991192,16
UBR4,Rest,0.674107599958389,0.8859605449786759,172
UBR5,Rest,0.5859237798638046,0.9043072158580632,69
UFC1,Rest,0.4319221369288637,0.878027199166017,16
UFM1,Rest,0.8168662377864248,0.8585120039141585,603
UGDH,Rest,0.267652761098246,0.1064914113635579,1227
UQCRB,Rest,0.409556546287771,0.88647307005836,73
UQCRQ,Rest,0.3174158136555219,0.7554557826379044,18
URM1,Rest,0.8545697757905165,0.9041298583859791,104
USP10,Rest,0.6931050105712048,0.8547947550132075,20
USP16,Rest,-0.0634289074430242,0.8574033368194921,25
USP22,Rest,0.807555601283251,0.8128425120542264,322
USP28,Rest,0.5461607774296411,0.9202971949317162,9
UXS1,Rest,0.0289882212363933,0.9276791193902896,7
VARS2,Rest,0.5675407746695572,0.8438306868251054,15
VHL,Rest,0.9117771869235978,0.8836827121295653,112
VWF,Rest,0.2505942016115861,,17
WAC,Rest,0.849680386870988,0.8918998529533186,225
WARS2,Rest,0.3276283392576146,0.9368125015985498,12
WAS,Rest,0.634287643511059,0.9132879381510188,16
WASF2,Rest,0.9083896899545748,0.8049051191483213,61
WASL,Rest,0.6712021616688129,0.8959218515115606,46
WBP4,Rest,0.4717658903508734,0.8208568801295841,104
WDR44,Rest,0.8719592173914813,0.7883564514067611,7
WDR48,Rest,0.0188873280829739,0.8406632209453041,20
WDR61,Rest,0.7118755615810272,0.7897146471278189,278
WDR82,Rest,0.7773779726626409,0.8842302000174689,528
WIPI2,Rest,0.5420155949880754,0.9428083585411926,17
WIZ,Rest,0.6348083417537767,0.920506498802874,44
WNK1,Rest,0.3447532772847751,0.8742144310155898,18
WNT9A,Rest,0.254792175622197,,318
WRAP53,Rest,0.4774007431931037,0.8824966703612281,79
WRN,Rest,0.2520093615013658,0.6913920884848148,4
WTAP,Rest,-0.5763330081664075,0.8161466462229563,774
XBP1,Rest,0.6239997982314127,0.8977422628502937,65
XPR1,Rest,0.9902735361703188,0.9786966464762498,3
XRRA1,Rest,0.604761070324334,0.8203775996197978,252
YEATS2,Rest,0.7041784155858842,0.7908410932080493,72
YTHDF2,Rest,0.5936561524890825,0.8973458356324514,188
YY1,Rest,0.7874835448071776,0.6986117982625373,193
ZBTB1,Rest,0.7465256022835625,0.9332349815533691,27
ZBTB7A,Rest,0.3028612566614962,0.8549960818999239,18
ZBTB9,Rest,0.4493001978653201,0.2803150212833354,1547
ZBTB39,Rest,-0.3210033472675591,,726
ZBTB48,Rest,0.8250849807665697,0.9082420308501084,52
ZC3H3,Rest,0.3810919660632144,0.7867884638396335,137
ZC3H4,Rest,0.579021137525542,0.7360263513719035,58
ZC3H10,Rest,0.8376582971386013,0.8932407475232318,57
ZC3H12A,Rest,0.668462381802353,0.9614277425983386,14
ZC3HC1,Rest,-0.6892653657190252,,6
ZCCHC24,Rest,-0.5758027343797432,,6
ZDHHC12,Rest,0.1111888093599251,0.8715319316438098,4
ZEB1,Rest,0.8388279445630413,0.9242974943749306,118
ZFAT,Rest,0.6863402511162962,0.922609611202111,20
ZFC3H1,Rest,0.3774932129656463,0.795618602111083,138
ZFYVE21,Rest,0.19914584255527,0.783768848192602,46
ZHX3,Rest,0.7844353425190049,0.3943124394172003,96
ZMAT1,Rest,-0.3932759168299653,,172
ZMYND8,Rest,0.9087992272628008,0.9713486474424922,7
ZNF35,Rest,0.5143943495384985,,165
ZNF43,Rest,-0.1814277361518071,,8
ZNF70,Rest,-0.1066864506485364,0.4820693607542213,269
ZNF71,Rest,0.6710163955946288,0.6717533985130365,229
ZNF81,Rest,-0.1262896584716492,,15
ZNF92,Rest,0.0233126402630034,0.7249443203788979,104
ZNF148,Rest,0.3245827700715381,0.6304656297782371,1010
ZNF154,Rest,0.3060121988809337,0.5541481623058263,24
ZNF165,Rest,-0.8041741214893736,0.7461653590912637,4
ZNF221,Rest,0.374776821834601,0.8817457952724699,8
ZNF274,Rest,0.8584693439793055,0.8126304106668324,102
ZNF280D,Rest,0.6737885543377674,0.7406492627612029,12
ZNF304,Rest,0.6637217509529846,0.6224427102204779,344
ZNF410,Rest,0.4382370505089043,0.9036401217479284,10
ZNF470,Rest,0.6721751345540334,0.5593667034575422,193
ZNF512B,Rest,-0.4783808526801944,0.5286483728364505,1671
ZNF518A,Rest,-0.3559177950133256,,102
ZNF549,Rest,0.4283166355066096,0.8884589640766055,14
ZNF554,Rest,0.1206894143552569,,897
ZNF579,Rest,0.3933006653090698,0.3732188846165214,14
ZNF589,Rest,0.943567039111279,0.9405213376521816,51
ZNF627,Rest,-0.0085130323453209,0.5484126111484802,23
ZNF628,Rest,0.649870376516305,0.7808822910875703,5
ZNF630,Rest,-0.5530988869366347,0.8450142543610422,24
ZNF644,Rest,0.869389475301974,0.963766478017882,12
ZNF653,Rest,0.4809100887507263,0.9303462992785824,12
ZNF710,Rest,0.6301179773400908,0.8332016788298079,107
ZNF829,Rest,0.941875833202356,0.894748772998666,31
ZNF883,Rest,0.0492427721518207,,9
ZRSR2,Rest,0.3875997639780027,0.8842415066653561,75
ZSWIM4,Rest,0.0224080220495428,0.7923254498125832,876
A2M,Stim8hr,0.0871815022865176,0.4950891011133269,53
AAGAB,Stim8hr,0.8466208190901329,0.9793525735186314,5
ABCA5,Stim8hr,0.7042269808553768,0.852201949945876,11
ABCC1,Stim8hr,0.236320630903909,0.7620117629975374,35
ABHD13,Stim8hr,0.0277425750875321,0.6605366274284253,322
ABHD17A,Stim8hr,-0.1641629747940821,,376
ABI3,Stim8hr,0.6767222555807155,0.8845282717011619,61
ACAD11,Stim8hr,0.4961544906623941,0.6997623668069974,141
ACLY,Stim8hr,0.7029417751051704,0.7509829962224573,492
ACTB,Stim8hr,0.7363086095286737,0.9441886321095524,5
ACTR2,Stim8hr,0.5472361088978289,0.8577984569559708,87
ACTR3,Stim8hr,0.4150661385346135,0.9007249032526388,33
ACTR5,Stim8hr,0.6895812472222574,0.9130339777670948,115
ADAM19,Stim8hr,0.3838887551526621,0.7422246662821965,134
ADAT2,Stim8hr,0.6960368185807951,0.744145056478824,331
ADAT3,Stim8hr,0.944002963261222,0.946720499141353,83
